"lemma","part_of_speech","dle_lemma","dle_url","is_model_verb","model_verbs"
"tecnología","sustantivo","tecnología","https://dle.rae.es/tecnolog%C3%ADa#ZJ2KRZZ","",""
"usar","verbo","usar","https://dle.rae.es/usar#bB9BIxa","0",""
"resultar","verbo","resultar","https://dle.rae.es/resultar#WFOpceQ","0",""
"seis","numeral","seis","https://dle.rae.es/seis#XTzTRyT","",""
"nosotros","pronombre personal","nosotros","https://dle.rae.es/nosotras#QdevQGP","",""
"control","sustantivo","control","https://dle.rae.es/control#AeYZ09V","",""
"actor","sustantivo","actor","https://dle.rae.es/actor#0coHE08","",""
"técnico","sustantivo","técnico","https://dle.rae.es/t%C3%A9cnico#ZIkyMDs","",""
"local","adjetivo","local","https://dle.rae.es/local#NXeWGhG","",""
"dirigir","verbo","dirigir","https://dle.rae.es/dirigir#DrN2G6M","0",""
"claro","adjetivo","claro","https://dle.rae.es/claro#9PhBhLd","",""
"afectar","verbo","afectar","https://dle.rae.es/afectar#0wAWT95","0",""
"ayudar","verbo","ayudar","https://dle.rae.es/ayudar#4cSgffR","0",""
"capacidad","sustantivo","capacidad","https://dle.rae.es/capacidad#7HZdnLt","",""
"siglo","sustantivo","siglo","https://dle.rae.es/siglo#Xr0ACdZ","",""
"modelo","sustantivo","modelo","https://dle.rae.es/modelo#PTk5Wk1","",""
"pueblo","sustantivo","pueblo","https://dle.rae.es/pueblo#UZpGOPN","",""
"anterior","adjetivo","anterior","https://dle.rae.es/anterior#2o4dB7m","",""
"región","sustantivo","región","https://dle.rae.es/regi%C3%B3n#VioIAfG","",""
"policía","sustantivo","policía","https://dle.rae.es/polic%C3%ADa#TWOnNm4","",""
"línea","sustantivo","línea","https://dle.rae.es/l%C3%ADnea#NMmmxZf","",""
"aparecer","verbo","aparecer","https://dle.rae.es/aparecer#35JaAMk","0","agradecer"
"premio","sustantivo","premio","https://dle.rae.es/premio#U1UcgqD","",""
"tierra","sustantivo","tierra","https://dle.rae.es/tierra#Zj5UJym","",""
"fondo","sustantivo","fondo","https://dle.rae.es/fondo#IBiSV3w","",""
"entender","verbo","entender","https://dle.rae.es/entender#Fgmrlt6","1",""
"entrar","verbo","entrar","https://dle.rae.es/entrar#FkLKqOW","0",""
"institución","sustantivo","institución","https://dle.rae.es/instituci%C3%B3n#LnOUwtU","",""
"atención","sustantivo","atención","https://dle.rae.es/atenci%C3%B3n#4CZgsSP","",""
"falta","sustantivo","falta","https://dle.rae.es/falta#HZKtGsK","",""
"propuesta","sustantivo","propuesta","https://dle.rae.es/propuesta#UOsGs7G","",""
"representar","verbo","representar","https://dle.rae.es/representar#W4bJCOY","0",""
"principio","sustantivo","principio","https://dle.rae.es/principio#UC5uxwk","",""
"compañía","sustantivo","compañía","https://dle.rae.es/compa%C3%B1%C3%ADa#9yn1qjd","",""
"capital","sustantivo","capital","https://dle.rae.es/capital#7K8odkF","",""
"edad","sustantivo","edad","https://dle.rae.es/edad#EN8xffh","",""
"base","sustantivo","base","https://dle.rae.es/base#5ASmP2Z","",""
"difícil","adjetivo","difícil","https://dle.rae.es/dif%C3%ADcil#DjoVnu9","",""
"español","adjetivo","español","https://dle.rae.es/espa%C3%B1ol#GUSX1EQ","",""
"cultural","adjetivo","cultural","https://dle.rae.es/cultural#BexWNU6","",""
"campo","sustantivo","campo","https://dle.rae.es/campo#711mEYU","",""
"economía","sustantivo","economía","https://dle.rae.es/econom%C3%ADa#ELVW605","",""
"encuentro","sustantivo","encuentro","https://dle.rae.es/encuentro#FAvLKfB","",""
"calle","sustantivo","calle","https://dle.rae.es/calle#6pegX8v","",""
"continuar","verbo","continuar","https://dle.rae.es/continuar#AVlj6Y4","0","actuar"
"prueba","sustantivo","prueba","https://dle.rae.es/prueba#UVZCH0c","",""
"apoyo","sustantivo","apoyo","https://dle.rae.es/apoyo#3HwlXFW","",""
"anunciar","verbo","anunciar","https://dle.rae.es/anunciar#30C6Foc","1",""
"función","sustantivo","función","https://dle.rae.es/funci%C3%B3n#IbQKTYT","",""
"fuente","sustantivo","fuente","https://dle.rae.es/fuente#IYZhVtl","",""
"amigo","sustantivo","amigo","https://dle.rae.es/amigo#2LsqDPa","",""
"razón","sustantivo","razón","https://dle.rae.es/raz%C3%B3n#VFaWIYq","",""
"elección","sustantivo","elección","https://dle.rae.es/elecci%C3%B3n#ETNnC6h","",""
"cine","sustantivo","cine","https://dle.rae.es/cine#9FsbsGu","",""
"ministerio","sustantivo","ministerio","https://dle.rae.es/ministerio#PJmhppq","",""
"comisión","sustantivo","comisión","https://dle.rae.es/comisi%C3%B3n#9wr1Sns","",""
"título","sustantivo","título","https://dle.rae.es/t%C3%ADtulo#Zu7EOGZ","",""
"conseguir","verbo","conseguir","https://dle.rae.es/conseguir#AOUKspW","0","pedir"
"diferencia","sustantivo","diferencia","https://dle.rae.es/diferencia#DjUR5ks","",""
"agregar","verbo","agregar","https://dle.rae.es/agregar#19KwvM2","0",""
"iniciar","verbo","iniciar","https://dle.rae.es/iniciar#LcKjRTa","0","anunciar"
"público","sustantivo","público","https://dle.rae.es/p%C3%BAblico#UYbbTs8","",""
"publicar","verbo","publicar","https://dle.rae.es/publicar#UYVs4Cj","0",""
"tanto","cuantificador","tanto","https://dle.rae.es/tanto#Z60aNMi","",""
"personaje","sustantivo","personaje","https://dle.rae.es/personaje#SjYCHmh","",""
"crisis","sustantivo","crisis","https://dle.rae.es/crisis#BHwUydm","",""
"presencia","sustantivo","presencia","https://dle.rae.es/presencia#U5mG8IL","",""
"pagar","verbo","pagar","https://dle.rae.es/pagar#RRsftEh","0",""
"fuerte","adjetivo","fuerte","https://dle.rae.es/fuerte#IYrH2Sk","",""
"tuyo","posesivo","tuyo","https://dle.rae.es/tuyo#azv2gJG","",""
"oportunidad","sustantivo","oportunidad","https://dle.rae.es/oportunidad#R6yLLNa","",""
"movimiento","sustantivo","movimiento","https://dle.rae.es/movimiento#Pxf8ZI5","",""
"cerca","adverbio","cerca","https://dle.rae.es/cerca#8J1pn48","",""
"miembro","sustantivo","miembro","https://dle.rae.es/miembro#PDfN5jE","",""
"cargo","sustantivo","cargo","https://dle.rae.es/cargo#7XM2bVS","",""
"teatro","sustantivo","teatro","https://dle.rae.es/teatro#ZHuBJMR","",""
"tratamiento","sustantivo","tratamiento","https://dle.rae.es/tratamiento#aWzrvDX","",""
"mejorar","verbo","mejorar","https://dle.rae.es/mejorar#Onrxgkw","0",""
"natural","adjetivo","natural","https://dle.rae.es/natural#QHiso1I","",""
"servir","verbo","servir","https://dle.rae.es/servir#XhmNpPs","0","pedir"
"especie","sustantivo","especie","https://dle.rae.es/especie#GWfgJDk","",""
"camino","sustantivo","camino","https://dle.rae.es/camino#6xxQ4ub","",""
"bajo","adjetivo","bajo","https://dle.rae.es/bajo#4oyrC6G","",""
"nacer","verbo","nacer","https://dle.rae.es/nacer#QBdrkiM","0","agradecer"
"cantidad","sustantivo","cantidad","https://dle.rae.es/cantidad#7CUEdL2","",""
"menor","adjetivo","menor","https://dle.rae.es/menor#Ouc027t","",""
"campaña","sustantivo","campaña","https://dle.rae.es/campa%C3%B1a#6zouyQe","",""
"respuesta","sustantivo","respuesta","https://dle.rae.es/respuesta#WD6Vhya","",""
"cierto","cuantificador","cierto","https://dle.rae.es/cierto#9Bb7pPO","",""
"comunicación","sustantivo","comunicación","https://dle.rae.es/comunicaci%C3%B3n#A58xn3c","",""
"todavía","adverbio","todavía","https://dle.rae.es/todav%C3%ADa#ZxRAGt4","",""
"líder","sustantivo","líder","https://dle.rae.es/l%C3%ADder#NGziyCV","",""
"popular","adjetivo","popular","https://dle.rae.es/popular#Tfbc80Q","",""
"privado","adjetivo","privado","https://dle.rae.es/privado#UD9ciF2","",""
"libre","adjetivo","libre","https://dle.rae.es/libre#NFUJxYv","",""
"tal","demonstrativo","tal","https://dle.rae.es/tal#Yy91lUI","",""
"aumentar","verbo","aumentar","https://dle.rae.es/aumentar#4OYaoOU","0",""
"peso","sustantivo","peso","https://dle.rae.es/peso#Sndl9iL","",""
"causa","sustantivo","causa","https://dle.rae.es/causa#80Ipenf","",""
"ciencia","sustantivo","ciencia","https://dle.rae.es/ciencia#9AwuYaT","",""
"temporada","sustantivo","temporada","https://dle.rae.es/temporada#ZRBoWXg","",""
"futuro","sustantivo","futuro","https://dle.rae.es/futuro#IfX2GjP","",""
"madre","sustantivo","madre","https://dle.rae.es/madre#NpxaH7S","",""
"fecha","sustantivo","fecha","https://dle.rae.es/fecha#HhpCnjk","",""
"unidad","sustantivo","unidad","https://dle.rae.es/unidad#b51Jdfm","",""
"club","sustantivo","club","https://dle.rae.es/club#9VIFXRQ","",""
"solo","adjetivo","solo","https://dle.rae.es/solo#YJBIl0A","",""
"escuela","sustantivo","escuela","https://dle.rae.es/escuela#GMFMuVv","",""
"metro","sustantivo","metro","https://dle.rae.es/metro#P8Tr0Ih","",""
"jefe","sustantivo","jefe","https://dle.rae.es/jefe#MPAoQ4z","",""
"malo","adjetivo","malo","https://dle.rae.es/malo#O3b9Md7","",""
"papel","sustantivo","papel","https://dle.rae.es/papel#RmThomy","",""
"sufrir","verbo","sufrir","https://dle.rae.es/sufrir#YfNZupH","0",""
"sumar","verbo","sumar","https://dle.rae.es/sumar#YgxPtnJ","0",""
"guerra","sustantivo","guerra","https://dle.rae.es/guerra#JoNxOnS","",""
"real","adjetivo","real","https://dle.rae.es/real#VGqyuLj","",""
"dinero","sustantivo","dinero","https://dle.rae.es/dinero#Doas5g0","",""
"década","sustantivo","década","https://dle.rae.es/d%C3%A9cada#BuaINgV","",""
"resto","sustantivo","resto","https://dle.rae.es/resto#WEU1RmT","",""
"ahí","adverbio","ahí","https://dle.rae.es/ah%C3%AD#1Gxuq5I","",""
"energía","sustantivo","energía","https://dle.rae.es/energ%C3%ADa#FGD8otZ","",""
"poco","adverbio","poco","https://dle.rae.es/poco#TTT0e1l","",""
"diverso","adjetivo","diverso","https://dle.rae.es/diverso#E0jdHB3","",""
"cámara","sustantivo","cámara","https://dle.rae.es/c%C3%A1mara#6twACet","",""
"intentar","verbo","intentar","https://dle.rae.es/intentar#Ls74pFc","0",""
"superar","verbo","superar","https://dle.rae.es/superar#YitLcZl","0",""
"consejo","sustantivo","consejo","https://dle.rae.es/consejo#AOrPd7J","",""
"éxito","sustantivo","éxito","https://dle.rae.es/%C3%A9xito#HGAP1jB","",""
"reducir","verbo","reducir","https://dle.rae.es/reducir#Va98hEO","0","conducir"
"morir","verbo","morir","https://dle.rae.es/morir#PppPsdZ","0","dormir"
"dirección","sustantivo","dirección","https://dle.rae.es/direcci%C3%B3n#DqohmoE","",""
"defensa","sustantivo","defensa","https://dle.rae.es/defensa#C249PSF","",""
"responder","verbo","responder","https://dle.rae.es/responder#WCjZamy","0",""
"central","adjetivo","central","https://dle.rae.es/central#8Fjpwmt","",""
"gustar","verbo","gustar","https://dle.rae.es/gustar#JueNX6F","0",""
"luz","sustantivo","luz","https://dle.rae.es/luz#NkAteAU","",""
"expresar","verbo","expresar","https://dle.rae.es/expresar#HL0WDTE","0",""
"caer","verbo","caer","https://dle.rae.es/caer#6bQOL4n","1",""
"candidato","sustantivo","candidato","https://dle.rae.es/candidato#76MqHjN","",""
"siguiente","adjetivo","siguiente","https://dle.rae.es/siguiente#XrsoZdo","",""
"prensa","sustantivo","prensa","https://dle.rae.es/prensa#U2brOEw","",""
"enfrentar","verbo","enfrentar","https://dle.rae.es/enfrentar#FJ4BrX4","0",""
"sacar","verbo","sacar","https://dle.rae.es/sacar#WvzWb6P","0",""
"acto","sustantivo","acto","https://dle.rae.es/acto#0cnCBhK","",""
"común","adjetivo","común","https://dle.rae.es/com%C3%BAn#A4th04J","",""
"demostrar","verbo","demostrar","https://dle.rae.es/demostrar#CAqWkEB","0","contar"
"ocasión","sustantivo","ocasión","https://dle.rae.es/ocasi%C3%B3n#QqZOPdq","",""
"inversión","sustantivo","inversión","https://dle.rae.es/inversi%C3%B3n#M3MAsPw","",""
"crecimiento","sustantivo","crecimiento","https://dle.rae.es/crecimiento#BDTuti3","",""
"histórico","adjetivo","histórico","https://dle.rae.es/hist%C3%B3rico#KX9HI9t","",""
"personal","adjetivo","personal","https://dle.rae.es/personal#Sjasuhi","",""
"allí","adverbio","allí","https://dle.rae.es/all%C3%AD#1vQDaH0","",""
"conocimiento","sustantivo","conocimiento","https://dle.rae.es/conocimiento#AMrJ4zs","",""
"informe","sustantivo","informe","https://dle.rae.es/informe#LYB2BS5","",""
"gol","sustantivo","gol","https://dle.rae.es/gol#JIGLloV","",""
"enero","sustantivo","enero","https://dle.rae.es/enero#FGKVDMF","",""
"mediante","preposición","mediante","https://dle.rae.es/mediante#OkJXvGN","",""
"clase","sustantivo","clase","https://dle.rae.es/clase#9Plq1H6","",""
"hospital","sustantivo","hospital","https://dle.rae.es/hospital#KhWoA3A","",""
"duda","sustantivo","duda","https://dle.rae.es/duda#EER7LDR","",""
"instituto","sustantivo","instituto","https://dle.rae.es/instituto#Lnnv6Ry","",""
"elemento","sustantivo","elemento","https://dle.rae.es/elemento#EWqThMH","",""
"orden","sustantivo","orden","https://dle.rae.es/orden#R9ScnIe","",""
"reunión","sustantivo","reunión","https://dle.rae.es/reuni%C3%B3n#WMCqAoh","",""
"participación","sustantivo","participación","https://dle.rae.es/participaci%C3%B3n#S05KMbw","",""
"artículo","sustantivo","artículo","https://dle.rae.es/art%C3%ADculo#3rJMpsE","",""
"aspecto","sustantivo","aspecto","https://dle.rae.es/aspecto#43SgXlx","",""
"estudiar","verbo","estudiar","https://dle.rae.es/estudiar#H1vOuPp","0","anunciar"
"asociación","sustantivo","asociación","https://dle.rae.es/asociaci%C3%B3n#424gSON","",""
"posición","sustantivo","posición","https://dle.rae.es/posici%C3%B3n#TnRDF3S","",""
"construir","verbo","construir","https://dle.rae.es/construir#AS838VZ","1",""
"venta","sustantivo","venta","https://dle.rae.es/venta#bXt7EYJ","",""
"oficial","adjetivo","oficial","https://dle.rae.es/oficial#QvWA4QX","",""
"leer","verbo","leer","https://dle.rae.es/leer#N3m3mKb","1",""
"industria","sustantivo","industria","https://dle.rae.es/industria#LRwJIbQ","",""
"proponer","verbo","proponer","https://dle.rae.es/proponer#UOMnHDI","0","poner"
"físico","adjetivo","físico","https://dle.rae.es/f%C3%ADsico#Hzx5KSB","",""
"referir","verbo","referir","https://dle.rae.es/referir#VcMQSFd","0","sentir"
"construcción","sustantivo","construcción","https://dle.rae.es/construcci%C3%B3n#AS1j177","",""
"operación","sustantivo","operación","https://dle.rae.es/operaci%C3%B3n#R5wfzUM","",""
"compartir","verbo","compartir","https://dle.rae.es/compartir#9zd2OWK","0",""
"trabajador","sustantivo","trabajador","https://dle.rae.es/trabajador#aBkr9sx","",""
"congreso","sustantivo","congreso","https://dle.rae.es/congreso#AJgsh5x","",""
"añadir","verbo","añadir","https://dle.rae.es/a%C3%B1adir#30pOaVr","0",""
"sostener","verbo","sostener","https://dle.rae.es/sostener#YSAMWZb","0","tener"
"época","sustantivo","época","https://dle.rae.es/%C3%A9poca#FynLMTb","",""
"consumo","sustantivo","consumo","https://dle.rae.es/consumo#AT3QP6H","",""
"aplicar","verbo","aplicar","https://dle.rae.es/aplicar#3CjZzQU","0",""
"estudiante","sustantivo","estudiante","https://dle.rae.es/estudiante#H1mR3XL","",""
"escenario","sustantivo","escenario","https://dle.rae.es/escenario#GDdXnbE","",""
"libertad","sustantivo","libertad","https://dle.rae.es/libertad#NEeAr5C","",""
"diciembre","sustantivo","diciembre","https://dle.rae.es/diciembre#DgbRMVC","",""
"presente","adjetivo","presente","https://dle.rae.es/presente#U685C9x","",""
"conjunto","sustantivo","conjunto","https://dle.rae.es/conjunto#AL1T6js","",""
"siete","numeral","siete","https://dle.rae.es/siete#XqCS0Wk","",""
"texto","sustantivo","texto","https://dle.rae.es/texto#ZhUj9UQ","",""
"marzo","sustantivo","marzo","https://dle.rae.es/marzo#OW9DpWy","",""
"vender","verbo","vender","https://dle.rae.es/vender#bWSrEeQ","0",""
"banco","sustantivo","banco","https://dle.rae.es/banco#4wkKYpU","",""
"hermano","sustantivo","hermano","https://dle.rae.es/hermano#KDGmcy5","",""
"definir","verbo","definir","https://dle.rae.es/definir#C2rVUUs","0",""
"dicho","adjetivo","dicho","https://dle.rae.es/dicho#DgXmXNM","",""
"acceso","sustantivo","acceso","https://dle.rae.es/acceso#0KCHUpZ","",""
"práctica","sustantivo","práctica","https://dle.rae.es/pr%C3%A1ctico#TtEMsxJ","",""
"celebrar","verbo","celebrar","https://dle.rae.es/celebrar#88quctH","0",""
"dedicar","verbo","dedicar","https://dle.rae.es/dedicar#C0QNRgI","0",""
"superior","adjetivo","superior","https://dle.rae.es/superior#YkC5o5N","",""
"escritor","sustantivo","escritor","https://dle.rae.es/escritor#GKSc4pQ","",""
"justicia","sustantivo","justicia","https://dle.rae.es/justicia#MelAa7r","",""
"domingo","sustantivo","domingo","https://dle.rae.es/domingo#E6rLYdv","",""
"material","sustantivo","material","https://dle.rae.es/material#ObWToYw","",""
"figura","sustantivo","figura","https://dle.rae.es/figura#HsesZOK","",""
"cerrar","verbo","cerrar","https://dle.rae.es/cerrar#8NViK5I","0","acertar"
"fuera","adverbio","fuera","https://dle.rae.es/fuera#IYaHR3Q","",""
"internet","sustantivo","internet","https://dle.rae.es/internet#LvskgUG","",""
"médico","sustantivo","médico","https://dle.rae.es/m%C3%A9dico#Ol43qKz","",""
"mejor","adverbio","mejor","https://dle.rae.es/mejor#OnhZjCP","",""
"mí","pronombre personal","mí","https://dle.rae.es/m%C3%AD#P9vGzr7","",""
"voz","sustantivo","voz","https://dle.rae.es/voz#c4LfLPC","",""
"elegir","verbo","elegir","https://dle.rae.es/elegir#EWh6Yvv","0","pedir"
"marcar","verbo","marcar","https://dle.rae.es/marcar#OMn573a","0",""
"declarar","verbo","declarar","https://dle.rae.es/declarar#BxiWP4r","0",""
"consecuencia","sustantivo","consecuencia","https://dle.rae.es/consecuencia#AO8fvNk","",""
"factor","sustantivo","factor","https://dle.rae.es/factor#HTiXnHN","",""
"comentar","verbo","comentar","https://dle.rae.es/comentar#9v9XCV7","0",""
"acabar","verbo","acabar","https://dle.rae.es/acabar#0FQ0uWG","0",""
"administración","sustantivo","administración","https://dle.rae.es/administraci%C3%B3n#0mCOzj6","",""
"selección","sustantivo","selección","https://dle.rae.es/selecci%C3%B3n#XUE4F1v","",""
"opción","sustantivo","opción","https://dle.rae.es/opci%C3%B3n#R5ncFn4","",""
"estadounidense","adjetivo","estadounidense","https://dle.rae.es/estadounidense#Gjw3x9j","",""
"profesor","sustantivo","profesor","https://dle.rae.es/profesor#UICA2EZ","",""
"ocupar","verbo","ocupar","https://dle.rae.es/ocupar#Qu5i3z8","0",""
"aplicación","sustantivo","aplicación","https://dle.rae.es/aplicaci%C3%B3n#3CdjxNg","",""
"color","sustantivo","color","https://dle.rae.es/color#9qYXXhD","",""
"provocar","verbo","provocar","https://dle.rae.es/provocar#UUqWrZ7","0",""
"muestra","sustantivo","muestra","https://dle.rae.es/muestra#Q0cz7HH","",""
"versión","sustantivo","versión","https://dle.rae.es/versi%C3%B3n#bfl1j1x","",""
"edición","sustantivo","edición","https://dle.rae.es/edici%C3%B3n#ENRqUhZ","",""
"observar","verbo","observar","https://dle.rae.es/observar#Qp2DCR4","0",""
"esfuerzo","sustantivo","esfuerzo","https://dle.rae.es/esfuerzo#GPx2ruM","",""
"analizar","verbo","analizar","https://dle.rae.es/analizar#2Vr6PBU","0",""
"televisión","sustantivo","televisión","https://dle.rae.es/televisi%C3%B3n#ZO06n8J","",""
"crecer","verbo","crecer","https://dle.rae.es/crecer#BDAz8ce","0","agradecer"
"mayo","sustantivo","mayo","https://dle.rae.es/mayo#OfYZodI","",""
"víctima","sustantivo","víctima","https://dle.rae.es/v%C3%ADctima#blR0t2m","",""
"allá","adverbio","allá","https://dle.rae.es/all%C3%A1#1unsXdO","",""
"jornada","sustantivo","jornada","https://dle.rae.es/jornada#MXAFdY7","",""
"cifra","sustantivo","cifra","https://dle.rae.es/cifra#9BkLqAw","",""
"reunir","verbo","reunir","https://dle.rae.es/reunir#WMDTmt2","1",""
"novela","sustantivo","novela","https://dle.rae.es/novela#Qf8fCdq","",""
